State,District,Date,Year,Month,Avg_rainfall,Agency_name
Arunachal Pradesh,Dibang Valley,2024-04-29,2024,04,2.492354253,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-05-01,2024,05,3.0712715818,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-05-08,2024,05,2.1738990147,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-05-21,2024,05,3.5517688482,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-05-24,2024,05,0.5797124216,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-06-06,2024,06,0.0277030171,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-06-07,2024,06,4.2371711903,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-06-15,2024,06,4.1065341572,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-06-20,2024,06,15.7631726513,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-06-21,2024,06,1.0203771956,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-07-02,2024,07,1.8833243582,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-07-22,2024,07,7.2333438428,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-07-24,2024,07,3.2152712253,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-07-25,2024,07,1.4989499297,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-05,2024,08,18.8037213723,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-09,2024,08,2.8982805475,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-11,2024,08,5.1431362306,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-20,2024,08,7.6034753895,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-21,2024,08,8.4625844528,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-26,2024,08,5.1715568387,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-27,2024,08,4.6462537933,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-29,2024,08,2.9774007555,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-08-31,2024,08,6.3363085068,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-09-09,2024,09,4.2317793467,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-09-17,2024,09,4.3387873797,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-09-19,2024,09,7.519284519,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-09-30,2024,09,2.4824360433,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-03,2024,10,29.6164985219,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-14,2024,10,3.0251292988,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-16,2024,10,2.7536526901,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-20,2024,10,1.942113872,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-23,2024,10,0.1478493013,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-28,2024,10,1.1173335669,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-29,2024,10,0.2635207155,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-10-31,2024,10,0.6234488671,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-01,2024,11,1.2509599244,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-02,2024,11,2.7530467476,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-11,2024,11,0.0247975397,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-12,2024,11,1.1155081097,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-15,2024,11,0.0,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-17,2024,11,0.0,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-23,2024,11,0.9462121983,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-28,2024,11,0.012305482,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-11-29,2024,11,0.7780218723,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-12-05,2024,12,0.019016912,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-12-11,2024,12,1.7140513354,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-12-20,2024,12,0.0315801914,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-12-27,2024,12,0.0353465589,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,2024-12-30,2024,12,3.2458685622,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-01-04,2024,01,3.3927376832,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-01-06,2024,01,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-01-11,2024,01,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-01-19,2024,01,3.6356918281,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-01-22,2024,01,0.1762878854,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-02-01,2024,02,2.810879974,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-02-23,2024,02,4.6401624573,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-02-27,2024,02,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-02,2024,03,0.080221725,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-03,2024,03,0.004397339,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-06,2024,03,1.0442965498,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-07,2024,03,4.2162381114,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-09,2024,03,0.2462234929,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-14,2024,03,3.914626226,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-16,2024,03,0.1735816033,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-18,2024,03,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-20,2024,03,0.0541792632,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-25,2024,03,0.6645260286,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-26,2024,03,5.8006580212,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-29,2024,03,0.3460106493,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-03-30,2024,03,0.5076817615,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-04-05,2024,04,0.6566476131,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-04-06,2024,04,0.2624926137,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-04-11,2024,04,11.8843969243,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-04-24,2024,04,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-04-30,2024,04,1.3711793615,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-01,2024,05,1.6202954286,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-03,2024,05,1.7141698476,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-05,2024,05,1.2018907364,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-09,2024,05,3.3043855138,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-11,2024,05,0.8383504373,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-05-23,2024,05,0.1270208857,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-02,2024,06,3.0563048405,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-03,2024,06,1.7920331691,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-04,2024,06,0.8359135997,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-11,2024,06,1.2454541261,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-14,2024,06,1.3679803286,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-16,2024,06,6.9021989047,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-20,2024,06,38.3668863131,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-06-21,2024,06,0.1931597799,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-07-07,2024,07,7.2126203188,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-07-08,2024,07,4.1259912997,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-07-15,2024,07,1.1612281306,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-07-18,2024,07,1.9715210706,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-07-23,2024,07,2.930010529,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-01,2024,08,11.3810436204,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-07,2024,08,10.1451892412,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-10,2024,08,11.0904099715,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-13,2024,08,1.09074268,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-15,2024,08,11.1827280774,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-22,2024,08,12.2404097458,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-27,2024,08,5.1309005023,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-08-29,2024,08,8.1605914435,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-09-25,2024,09,10.2475201694,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-09-30,2024,09,5.9079445116,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-03,2024,10,33.2386674938,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-04,2024,10,17.6562289838,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-05,2024,10,20.2311612685,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-10,2024,10,8.761066027,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-17,2024,10,3.3993175061,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-19,2024,10,4.5629251806,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-24,2024,10,1.7428434664,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-10-25,2024,10,2.0574800902,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-08,2024,11,0.3073602737,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-10,2024,11,0.8934235644,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-12,2024,11,2.532388758,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-16,2024,11,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-17,2024,11,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-11-23,2024,11,4.7823056759,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-05,2024,12,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-07,2024,12,1.3498141854,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-09,2024,12,2.9732013736,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-12,2024,12,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-13,2024,12,1.7496936933,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-23,2024,12,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,2024-12-29,2024,12,0.7032819568,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-03,2024,01,0.00812812,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-05,2024,01,0.0963573373,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-06,2024,01,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-15,2024,01,0.0555876592,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-21,2024,01,0.2458323003,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-24,2024,01,0.5540367144,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-01-27,2024,01,0.0916956071,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-01,2024,02,2.7184858188,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-02,2024,02,5.5960200703,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-13,2024,02,0.0316601533,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-14,2024,02,0.0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-17,2024,02,0.0817123394,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-20,2024,02,0.284348552,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-02-23,2024,02,8.8360681559,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-03-13,2024,03,6.2709263593,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-03-14,2024,03,2.0774492343,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-03-16,2024,03,0.0906305007,NRSC VIC MODEL
Arunachal Pradesh,East Siang,2024-03-24,2024,03,1.1617246139,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-05-07,2024,05,2.5011859198,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-05-14,2024,05,3.5200447896,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-05-22,2024,05,1.5282995176,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-05-27,2024,05,0.197279772,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-02,2024,06,1.3250507562,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-05,2024,06,3.6035831167,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-07,2024,06,4.8729682131,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-15,2024,06,7.5275365751,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-20,2024,06,0.4363262432,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-06-28,2024,06,3.7217954814,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-01,2024,07,8.0200721681,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-02,2024,07,4.9663547022,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-04,2024,07,1.1520192479,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-14,2024,07,1.2946841422,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-21,2024,07,3.9779307016,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-23,2024,07,0.7733534729,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-07-26,2024,07,1.866863202,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-01,2024,08,5.3429494447,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-03,2024,08,0.4336046665,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-04,2024,08,1.2528512809,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-09,2024,08,3.2809752128,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-11,2024,08,3.4527901948,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-13,2024,08,0.697616539,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-20,2024,08,2.1043516945,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-24,2024,08,3.3037718134,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-08-26,2024,08,0.4378942043,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-01,2024,09,11.411343863,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-02,2024,09,1.0660943928,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-08,2024,09,0.3320954334,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-10,2024,09,1.1652112097,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-13,2024,09,0.1319068356,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-14,2024,09,0.1473735909,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-17,2024,09,0.0478664093,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-22,2024,09,7.951796289,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-23,2024,09,15.0310658323,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-09-29,2024,09,2.4172642884,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-01,2024,10,0.0350083234,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-04,2024,10,8.9014396595,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-05,2024,10,5.3382134673,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-11,2024,10,1.9086677773,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-17,2024,10,11.0990356537,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-18,2024,10,9.2632742122,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-25,2024,10,0.0010978324,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-10-27,2024,10,0.0050599537,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-01,2024,11,0.5280427578,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-06,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-17,2024,11,0.3074327544,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-20,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-22,2024,11,0.0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-11-29,2024,11,0.000235062,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-12-12,2024,12,0.0027931739,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-12-13,2024,12,0.1401119395,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2024-12-20,2024,12,1.0613600449,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-01-11,2024,01,0.0009570507,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-01-20,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-01-23,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-01-27,2024,01,0.2789924446,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-01-29,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-04,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-06,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-09,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-18,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-22,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-02-28,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-01,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-04,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-10,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-15,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-18,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-19,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-03-28,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-04-06,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-04-08,2024,04,0.0006120462,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-04-12,2024,04,0.0450187685,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-04-20,2024,04,0.4752441655,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-04-26,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-03,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-04,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-05,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-11,2024,05,0.0279635203,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-22,2024,05,1.6350549517,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-24,2024,05,1.3539846667,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-05-31,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-03,2024,06,14.8859350212,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-06,2024,06,15.429043887,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-09,2024,06,13.018327116,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-11,2024,06,0.9696255835,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-20,2024,06,0.4579771858,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-21,2024,06,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-22,2024,06,0.7688918205,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-06-25,2024,06,0.6886346264,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-07,2024,07,1.6248842145,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-14,2024,07,0.860368297,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-18,2024,07,2.4812274923,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-19,2024,07,9.5408530127,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-26,2024,07,2.088385326,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-07-27,2024,07,0.9290857797,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-08-01,2024,08,2.4348338408,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-08-05,2024,08,0.2644912736,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-08-25,2024,08,1.8514436467,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-09-15,2024,09,0.0162423071,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-09-25,2024,09,7.2155374238,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-10-29,2024,10,5.64279e-05,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-10-31,2024,10,1.8625005669,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-11-18,2024,11,0.0947380057,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-11-22,2024,11,0.0584159299,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-07,2024,12,0.494334882,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-09,2024,12,0.0254721563,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-10,2024,12,0.0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-12,2024,12,0.7212840108,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-23,2024,12,0.0032244557,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2024-12-31,2024,12,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-01-03,2024,01,0.0133194429,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-01-11,2024,01,0.021716994,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-01-21,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-01-28,2024,01,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-05,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-10,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-12,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-13,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-16,2024,02,0.3072413787,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-18,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-24,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-25,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-02-29,2024,02,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-01,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-06,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-10,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-12,2024,03,7.20893e-05,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-14,2024,03,0.0097638461,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-17,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-18,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-19,2024,03,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-03-21,2024,03,0.0007926903,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-04,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-07,2024,04,0.001334076,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-09,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-14,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-15,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-20,2024,04,0.0001061242,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-23,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-04-29,2024,04,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-05-01,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-05-02,2024,05,0.0002824076,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-05-09,2024,05,0.0063636621,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-05-11,2024,05,0.0,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-05-19,2024,05,2.3160081148,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-06-09,2024,06,20.1730313777,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-06-28,2024,06,1.5621249893,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-06-29,2024,06,0.8211452959,NRSC VIC MODEL
Andhra Pradesh,SPSR Nellore,2024-06-30,2024,06,8.4475639024,NRSC VIC MODEL
